guidance_id,condition_code,condition_name_vi,population_code,population_name_vi,topic_code,topic_name_vi,guidance_text,warning_level,medical_disclaimer
HG00060,knee_pain,Đau gối nhẹ,overweight_beginner,Người thừa cân mới tập,warning_signs,Dấu hiệu cần thận trọng,"Đau gối nhẹ ở nhóm người thừa cân mới tập: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00061,knee_pain,Đau gối nhẹ,skinny_beginner,Người gầy mới tập,training_modification,Điều chỉnh bài tập,"Đau gối nhẹ ở nhóm người gầy mới tập: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00062,knee_pain,Đau gối nhẹ,skinny_beginner,Người gầy mới tập,recovery,Hồi phục,"Đau gối nhẹ ở nhóm người gầy mới tập: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00063,knee_pain,Đau gối nhẹ,skinny_beginner,Người gầy mới tập,nutrition,Dinh dưỡng,"Đau gối nhẹ ở nhóm người gầy mới tập: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00064,knee_pain,Đau gối nhẹ,skinny_beginner,Người gầy mới tập,load_management,Quản lý tải,"Đau gối nhẹ ở nhóm người gầy mới tập: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00065,knee_pain,Đau gối nhẹ,skinny_beginner,Người gầy mới tập,warning_signs,Dấu hiệu cần thận trọng,"Đau gối nhẹ ở nhóm người gầy mới tập: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00066,knee_pain,Đau gối nhẹ,home_trainee,Người tập tại nhà,training_modification,Điều chỉnh bài tập,"Đau gối nhẹ ở nhóm người tập tại nhà: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00067,knee_pain,Đau gối nhẹ,home_trainee,Người tập tại nhà,recovery,Hồi phục,"Đau gối nhẹ ở nhóm người tập tại nhà: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00068,knee_pain,Đau gối nhẹ,home_trainee,Người tập tại nhà,nutrition,Dinh dưỡng,"Đau gối nhẹ ở nhóm người tập tại nhà: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00069,knee_pain,Đau gối nhẹ,home_trainee,Người tập tại nhà,load_management,Quản lý tải,"Đau gối nhẹ ở nhóm người tập tại nhà: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00070,knee_pain,Đau gối nhẹ,home_trainee,Người tập tại nhà,warning_signs,Dấu hiệu cần thận trọng,"Đau gối nhẹ ở nhóm người tập tại nhà: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00071,knee_pain,Đau gối nhẹ,strength_athlete,Người ưu tiên sức mạnh,training_modification,Điều chỉnh bài tập,"Đau gối nhẹ ở nhóm người ưu tiên sức mạnh: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00072,knee_pain,Đau gối nhẹ,strength_athlete,Người ưu tiên sức mạnh,recovery,Hồi phục,"Đau gối nhẹ ở nhóm người ưu tiên sức mạnh: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00073,knee_pain,Đau gối nhẹ,strength_athlete,Người ưu tiên sức mạnh,nutrition,Dinh dưỡng,"Đau gối nhẹ ở nhóm người ưu tiên sức mạnh: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00074,knee_pain,Đau gối nhẹ,strength_athlete,Người ưu tiên sức mạnh,load_management,Quản lý tải,"Đau gối nhẹ ở nhóm người ưu tiên sức mạnh: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00075,knee_pain,Đau gối nhẹ,strength_athlete,Người ưu tiên sức mạnh,warning_signs,Dấu hiệu cần thận trọng,"Đau gối nhẹ ở nhóm người ưu tiên sức mạnh: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00076,knee_pain,Đau gối nhẹ,hypertrophy_trainee,Người ưu tiên tăng cơ,training_modification,Điều chỉnh bài tập,"Đau gối nhẹ ở nhóm người ưu tiên tăng cơ: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00077,knee_pain,Đau gối nhẹ,hypertrophy_trainee,Người ưu tiên tăng cơ,recovery,Hồi phục,"Đau gối nhẹ ở nhóm người ưu tiên tăng cơ: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00078,knee_pain,Đau gối nhẹ,hypertrophy_trainee,Người ưu tiên tăng cơ,nutrition,Dinh dưỡng,"Đau gối nhẹ ở nhóm người ưu tiên tăng cơ: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00079,knee_pain,Đau gối nhẹ,hypertrophy_trainee,Người ưu tiên tăng cơ,load_management,Quản lý tải,"Đau gối nhẹ ở nhóm người ưu tiên tăng cơ: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00080,knee_pain,Đau gối nhẹ,hypertrophy_trainee,Người ưu tiên tăng cơ,warning_signs,Dấu hiệu cần thận trọng,"Đau gối nhẹ ở nhóm người ưu tiên tăng cơ: Ưu tiên ROM không đau, bài kiểm soát hông-gối và tải tăng từ từ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00081,shoulder_discomfort,Khó chịu vai nhẹ,office_worker,Dân văn phòng,training_modification,Điều chỉnh bài tập,"Khó chịu vai nhẹ ở nhóm dân văn phòng: Tránh cố tập xuyên đau, ưu tiên quỹ đạo vai ổn và kiểm soát bả vai. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00082,shoulder_discomfort,Khó chịu vai nhẹ,office_worker,Dân văn phòng,recovery,Hồi phục,"Khó chịu vai nhẹ ở nhóm dân văn phòng: Tránh cố tập xuyên đau, ưu tiên quỹ đạo vai ổn và kiểm soát bả vai. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00083,shoulder_discomfort,Khó chịu vai nhẹ,office_worker,Dân văn phòng,nutrition,Dinh dưỡng,"Khó chịu vai nhẹ ở nhóm dân văn phòng: Tránh cố tập xuyên đau, ưu tiên quỹ đạo vai ổn và kiểm soát bả vai. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00084,shoulder_discomfort,Khó chịu vai nhẹ,office_worker,Dân văn phòng,load_management,Quản lý tải,"Khó chịu vai nhẹ ở nhóm dân văn phòng: Tránh cố tập xuyên đau, ưu tiên quỹ đạo vai ổn và kiểm soát bả vai. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00085,shoulder_discomfort,Khó chịu vai nhẹ,office_worker,Dân văn phòng,warning_signs,Dấu hiệu cần thận trọng,"Khó chịu vai nhẹ ở nhóm dân văn phòng: Tránh cố tập xuyên đau, ưu tiên quỹ đạo vai ổn và kiểm soát bả vai. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00086,shoulder_discomfort,Khó chịu vai nhẹ,student,Sinh viên,training_modification,Điều chỉnh bài tập,"Khó chịu vai nhẹ ở nhóm sinh viên: Tránh cố tập xuyên đau, ưu tiên quỹ đạo vai ổn và kiểm soát bả vai. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00087,shoulder_discomfort,Khó chịu vai nhẹ,student,Sinh viên,recovery,Hồi phục,"Khó chịu vai nhẹ ở nhóm sinh viên: Tránh cố tập xuyên đau, ưu tiên quỹ đạo vai ổn và kiểm soát bả vai. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00088,shoulder_discomfort,Khó chịu vai nhẹ,student,Sinh viên,nutrition,Dinh dưỡng,"Khó chịu vai nhẹ ở nhóm sinh viên: Tránh cố tập xuyên đau, ưu tiên quỹ đạo vai ổn và kiểm soát bả vai. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00089,shoulder_discomfort,Khó chịu vai nhẹ,student,Sinh viên,load_management,Quản lý tải,"Khó chịu vai nhẹ ở nhóm sinh viên: Tránh cố tập xuyên đau, ưu tiên quỹ đạo vai ổn và kiểm soát bả vai. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00090,shoulder_discomfort,Khó chịu vai nhẹ,student,Sinh viên,warning_signs,Dấu hiệu cần thận trọng,"Khó chịu vai nhẹ ở nhóm sinh viên: Tránh cố tập xuyên đau, ưu tiên quỹ đạo vai ổn và kiểm soát bả vai. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00091,shoulder_discomfort,Khó chịu vai nhẹ,busy_parent,Người bận rộn,training_modification,Điều chỉnh bài tập,"Khó chịu vai nhẹ ở nhóm người bận rộn: Tránh cố tập xuyên đau, ưu tiên quỹ đạo vai ổn và kiểm soát bả vai. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00092,shoulder_discomfort,Khó chịu vai nhẹ,busy_parent,Người bận rộn,recovery,Hồi phục,"Khó chịu vai nhẹ ở nhóm người bận rộn: Tránh cố tập xuyên đau, ưu tiên quỹ đạo vai ổn và kiểm soát bả vai. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
