faq_id,category,topic,question_vi,answer_vi,tags,difficulty_scope,related_exercise_id,related_plan_id,source_group
FAQ000045,exercise_technique,form,Cách tập đúng bài Đẩy ngực dốc xuống với máy smith là gì?,"Đẩy ngực dốc xuống với máy smith chủ yếu tác động vào ngực. Hãy bắt đầu với setup: Thiết lập ghế dốc xuống, siết vai sau, đặt chân chắc trên sàn. Trong lúc thực hiện: Hạ tạ có kiểm soát về vùng ngực, khuỷu tay hơi khép, đẩy lên theo quỹ đạo ổn định đến gần duỗi hết tay. Nhịp thở gợi ý: Hít vào khi hạ tạ, thở ra khi đẩy tạ lên. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.",bài tập|kỹ thuật|Đẩy ngực dốc xuống với máy smith|Ngực,beginner,EX00012,,synthetic_knowledge
FAQ000046,exercise_technique,mistakes,Lỗi thường gặp khi tập Đẩy ngực dốc xuống với máy smith là gì?,"Các lỗi hay gặp ở Đẩy ngực dốc xuống với máy smith gồm: Bật ngực quá mức; cổ tay gập; nảy tạ khỏi ngực; khuỷu tay xoè ngang hoàn toàn; mất độ siết lưng trên. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|Đẩy ngực dốc xuống với máy smith,beginner,EX00012,,synthetic_knowledge
FAQ000047,exercise_programming,sets_reps,Nên tập Đẩy ngực dốc xuống với máy smith bao nhiêu set và rep?,"Với mục tiêu tăng cơ, Đẩy ngực dốc xuống với máy smith thường hợp khoảng 6-12 reps. Nếu ưu tiên sức mạnh, thử 3-6 reps; nếu ưu tiên sức bền/cảm giác cơ, thử 12-20 reps. Nghỉ giữa set khoảng 90 giây và giữ tempo gợi ý 3-1-1-0.",set rep|Đẩy ngực dốc xuống với máy smith|programming,beginner,EX00012,,synthetic_knowledge
FAQ000048,exercise_modification,substitution,"Nếu không có máy smith, ghế tập thì thay bài Đẩy ngực dốc xuống với máy smith bằng gì?","Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern horizontal_push. Gợi ý hồi quy: Chọn máy chest press hoặc giảm ROM, giảm tạ, tập với huấn luyện viên hỗ trợ. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Tăng tải, thêm pause ở đáy, tăng set, hoặc chuyển sang biến thể barbell tự do.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.","thay bài|equipment|Đẩy ngực dốc xuống với máy smith|Máy smith, Ghế tập",beginner,EX00012,,synthetic_knowledge
FAQ000049,exercise_technique,form,Cách tập đúng bài Hít đất cơ bản là gì?,"Hít đất cơ bản chủ yếu tác động vào ngực. Hãy bắt đầu với setup: Đặt tay dưới hoặc hơi rộng hơn vai, thân người thành một đường thẳng, siết bụng và mông. Trong lúc thực hiện: Hạ người đến khi ngực gần chạm sàn hoặc điểm chuẩn, đẩy mạnh lên mà không võng lưng. Nhịp thở gợi ý: Hít vào khi hạ, thở ra khi đẩy lên. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.",bài tập|kỹ thuật|Hít đất cơ bản|Ngực,beginner,EX00013,,synthetic_knowledge
FAQ000050,exercise_technique,mistakes,Lỗi thường gặp khi tập Hít đất cơ bản là gì?,"Các lỗi hay gặp ở Hít đất cơ bản gồm: Võng lưng; đầu chúi xuống; khuỷu tay xoè quá rộng; ROM quá ngắn. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|Hít đất cơ bản,beginner,EX00013,,synthetic_knowledge
FAQ000051,exercise_programming,sets_reps,Nên tập Hít đất cơ bản bao nhiêu set và rep?,"Với mục tiêu tăng cơ, Hít đất cơ bản thường hợp khoảng 8-20 reps. Nếu ưu tiên sức mạnh, thử 5-10 reps; nếu ưu tiên sức bền/cảm giác cơ, thử 15-30 reps. Nghỉ giữa set khoảng 45 giây và giữ tempo gợi ý 2-1-1-0.",set rep|Hít đất cơ bản|programming,beginner,EX00013,,synthetic_knowledge
FAQ000052,exercise_modification,substitution,Nếu không có trọng lượng cơ thể thì thay bài Hít đất cơ bản bằng gì?,"Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern horizontal_push. Gợi ý hồi quy: Tập incline push-up, chống gối hoặc giảm ROM. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Thêm tempo chậm, thêm dây kháng lực, thêm pause ở đáy.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.",thay bài|equipment|Hít đất cơ bản|Trọng lượng cơ thể,beginner,EX00013,,synthetic_knowledge
FAQ000053,exercise_technique,form,Cách tập đúng bài Hít đất rộng tay là gì?,"Hít đất rộng tay chủ yếu tác động vào ngực. Hãy bắt đầu với setup: Đặt tay dưới hoặc hơi rộng hơn vai, thân người thành một đường thẳng, siết bụng và mông. Trong lúc thực hiện: Hạ người đến khi ngực gần chạm sàn hoặc điểm chuẩn, đẩy mạnh lên mà không võng lưng. Nhịp thở gợi ý: Hít vào khi hạ, thở ra khi đẩy lên. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.",bài tập|kỹ thuật|Hít đất rộng tay|Ngực,intermediate,EX00014,,synthetic_knowledge
FAQ000054,exercise_technique,mistakes,Lỗi thường gặp khi tập Hít đất rộng tay là gì?,"Các lỗi hay gặp ở Hít đất rộng tay gồm: Võng lưng; đầu chúi xuống; khuỷu tay xoè quá rộng; ROM quá ngắn. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|Hít đất rộng tay,intermediate,EX00014,,synthetic_knowledge
FAQ000055,exercise_programming,sets_reps,Nên tập Hít đất rộng tay bao nhiêu set và rep?,"Với mục tiêu tăng cơ, Hít đất rộng tay thường hợp khoảng 8-20 reps. Nếu ưu tiên sức mạnh, thử 5-10 reps; nếu ưu tiên sức bền/cảm giác cơ, thử 15-30 reps. Nghỉ giữa set khoảng 45 giây và giữ tempo gợi ý 2-1-1-0.",set rep|Hít đất rộng tay|programming,intermediate,EX00014,,synthetic_knowledge
FAQ000056,exercise_modification,substitution,Nếu không có trọng lượng cơ thể thì thay bài Hít đất rộng tay bằng gì?,"Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern horizontal_push. Gợi ý hồi quy: Tập incline push-up, chống gối hoặc giảm ROM. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Thêm tempo chậm, thêm dây kháng lực, thêm pause ở đáy.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.",thay bài|equipment|Hít đất rộng tay|Trọng lượng cơ thể,intermediate,EX00014,,synthetic_knowledge
FAQ000057,exercise_technique,form,Cách tập đúng bài Hít đất hẹp tay là gì?,"Hít đất hẹp tay chủ yếu tác động vào ngực. Hãy bắt đầu với setup: Đặt tay dưới hoặc hơi rộng hơn vai, thân người thành một đường thẳng, siết bụng và mông. Trong lúc thực hiện: Hạ người đến khi ngực gần chạm sàn hoặc điểm chuẩn, đẩy mạnh lên mà không võng lưng. Nhịp thở gợi ý: Hít vào khi hạ, thở ra khi đẩy lên. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.",bài tập|kỹ thuật|Hít đất hẹp tay|Ngực,intermediate,EX00015,,synthetic_knowledge
FAQ000058,exercise_technique,mistakes,Lỗi thường gặp khi tập Hít đất hẹp tay là gì?,"Các lỗi hay gặp ở Hít đất hẹp tay gồm: Võng lưng; đầu chúi xuống; khuỷu tay xoè quá rộng; ROM quá ngắn. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|Hít đất hẹp tay,intermediate,EX00015,,synthetic_knowledge
FAQ000059,exercise_programming,sets_reps,Nên tập Hít đất hẹp tay bao nhiêu set và rep?,"Với mục tiêu tăng cơ, Hít đất hẹp tay thường hợp khoảng 8-20 reps. Nếu ưu tiên sức mạnh, thử 5-10 reps; nếu ưu tiên sức bền/cảm giác cơ, thử 15-30 reps. Nghỉ giữa set khoảng 45 giây và giữ tempo gợi ý 2-1-1-0.",set rep|Hít đất hẹp tay|programming,intermediate,EX00015,,synthetic_knowledge
FAQ000060,exercise_modification,substitution,Nếu không có trọng lượng cơ thể thì thay bài Hít đất hẹp tay bằng gì?,"Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern horizontal_push. Gợi ý hồi quy: Tập incline push-up, chống gối hoặc giảm ROM. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Thêm tempo chậm, thêm dây kháng lực, thêm pause ở đáy.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.",thay bài|equipment|Hít đất hẹp tay|Trọng lượng cơ thể,intermediate,EX00015,,synthetic_knowledge
FAQ000061,exercise_technique,form,Cách tập đúng bài Hít đất kê cao tay là gì?,"Hít đất kê cao tay chủ yếu tác động vào ngực. Hãy bắt đầu với setup: Đặt tay dưới hoặc hơi rộng hơn vai, thân người thành một đường thẳng, siết bụng và mông. Trong lúc thực hiện: Hạ người đến khi ngực gần chạm sàn hoặc điểm chuẩn, đẩy mạnh lên mà không võng lưng. Nhịp thở gợi ý: Hít vào khi hạ, thở ra khi đẩy lên. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.",bài tập|kỹ thuật|Hít đất kê cao tay|Ngực,beginner,EX00016,,synthetic_knowledge
FAQ000062,exercise_technique,mistakes,Lỗi thường gặp khi tập Hít đất kê cao tay là gì?,"Các lỗi hay gặp ở Hít đất kê cao tay gồm: Võng lưng; đầu chúi xuống; khuỷu tay xoè quá rộng; ROM quá ngắn. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|Hít đất kê cao tay,beginner,EX00016,,synthetic_knowledge
FAQ000063,exercise_programming,sets_reps,Nên tập Hít đất kê cao tay bao nhiêu set và rep?,"Với mục tiêu tăng cơ, Hít đất kê cao tay thường hợp khoảng 8-20 reps. Nếu ưu tiên sức mạnh, thử 5-10 reps; nếu ưu tiên sức bền/cảm giác cơ, thử 15-30 reps. Nghỉ giữa set khoảng 45 giây và giữ tempo gợi ý 2-1-1-0.",set rep|Hít đất kê cao tay|programming,beginner,EX00016,,synthetic_knowledge
FAQ000064,exercise_modification,substitution,"Nếu không có trọng lượng cơ thể, ghế tập thì thay bài Hít đất kê cao tay bằng gì?","Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern horizontal_push. Gợi ý hồi quy: Tập incline push-up, chống gối hoặc giảm ROM. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Thêm tempo chậm, thêm dây kháng lực, thêm pause ở đáy.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.","thay bài|equipment|Hít đất kê cao tay|Trọng lượng cơ thể, Ghế tập",beginner,EX00016,,synthetic_knowledge
FAQ000065,exercise_technique,form,Cách tập đúng bài Hít đất chân kê cao là gì?,"Hít đất chân kê cao chủ yếu tác động vào ngực. Hãy bắt đầu với setup: Đặt tay dưới hoặc hơi rộng hơn vai, thân người thành một đường thẳng, siết bụng và mông. Trong lúc thực hiện: Hạ người đến khi ngực gần chạm sàn hoặc điểm chuẩn, đẩy mạnh lên mà không võng lưng. Nhịp thở gợi ý: Hít vào khi hạ, thở ra khi đẩy lên. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.",bài tập|kỹ thuật|Hít đất chân kê cao|Ngực,intermediate,EX00017,,synthetic_knowledge
FAQ000066,exercise_technique,mistakes,Lỗi thường gặp khi tập Hít đất chân kê cao là gì?,"Các lỗi hay gặp ở Hít đất chân kê cao gồm: Võng lưng; đầu chúi xuống; khuỷu tay xoè quá rộng; ROM quá ngắn. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|Hít đất chân kê cao,intermediate,EX00017,,synthetic_knowledge
FAQ000067,exercise_programming,sets_reps,Nên tập Hít đất chân kê cao bao nhiêu set và rep?,"Với mục tiêu tăng cơ, Hít đất chân kê cao thường hợp khoảng 8-20 reps. Nếu ưu tiên sức mạnh, thử 5-10 reps; nếu ưu tiên sức bền/cảm giác cơ, thử 15-30 reps. Nghỉ giữa set khoảng 45 giây và giữ tempo gợi ý 2-1-1-0.",set rep|Hít đất chân kê cao|programming,intermediate,EX00017,,synthetic_knowledge
FAQ000068,exercise_modification,substitution,"Nếu không có trọng lượng cơ thể, ghế tập thì thay bài Hít đất chân kê cao bằng gì?","Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern horizontal_push. Gợi ý hồi quy: Tập incline push-up, chống gối hoặc giảm ROM. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Thêm tempo chậm, thêm dây kháng lực, thêm pause ở đáy.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.","thay bài|equipment|Hít đất chân kê cao|Trọng lượng cơ thể, Ghế tập",intermediate,EX00017,,synthetic_knowledge
FAQ000069,exercise_technique,form,Cách tập đúng bài Hít đất với dây kháng lực là gì?,"Hít đất với dây kháng lực chủ yếu tác động vào ngực. Hãy bắt đầu với setup: Đặt tay dưới hoặc hơi rộng hơn vai, thân người thành một đường thẳng, siết bụng và mông. Trong lúc thực hiện: Hạ người đến khi ngực gần chạm sàn hoặc điểm chuẩn, đẩy mạnh lên mà không võng lưng. Nhịp thở gợi ý: Hít vào khi hạ, thở ra khi đẩy lên. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.",bài tập|kỹ thuật|Hít đất với dây kháng lực|Ngực,advanced,EX00018,,synthetic_knowledge
FAQ000070,exercise_technique,mistakes,Lỗi thường gặp khi tập Hít đất với dây kháng lực là gì?,"Các lỗi hay gặp ở Hít đất với dây kháng lực gồm: Võng lưng; đầu chúi xuống; khuỷu tay xoè quá rộng; ROM quá ngắn. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|Hít đất với dây kháng lực,advanced,EX00018,,synthetic_knowledge
FAQ000071,exercise_programming,sets_reps,Nên tập Hít đất với dây kháng lực bao nhiêu set và rep?,"Với mục tiêu tăng cơ, Hít đất với dây kháng lực thường hợp khoảng 8-20 reps. Nếu ưu tiên sức mạnh, thử 5-10 reps; nếu ưu tiên sức bền/cảm giác cơ, thử 15-30 reps. Nghỉ giữa set khoảng 45 giây và giữ tempo gợi ý 2-1-1-0.",set rep|Hít đất với dây kháng lực|programming,advanced,EX00018,,synthetic_knowledge
FAQ000072,exercise_modification,substitution,"Nếu không có trọng lượng cơ thể, dây kháng lực thì thay bài Hít đất với dây kháng lực bằng gì?","Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern horizontal_push. Gợi ý hồi quy: Tập incline push-up, chống gối hoặc giảm ROM. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Thêm tempo chậm, thêm dây kháng lực, thêm pause ở đáy.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.","thay bài|equipment|Hít đất với dây kháng lực|Trọng lượng cơ thể, Dây kháng lực",advanced,EX00018,,synthetic_knowledge
