exercise_id,exercise_name_vi,exercise_name_en,aliases_vi,category,subcategory,movement_pattern,primary_muscles,primary_muscles_vi,secondary_muscles,secondary_muscles_vi,equipment,equipment_vi,difficulty,difficulty_vi,mechanics,is_unilateral,is_compound,force_type,setup,execution_steps,breathing,common_errors,regressions,progressions,contraindications,hypertrophy_rep_range,strength_rep_range,endurance_rep_range,rest_seconds_default,tempo_default,tags
EX00128,Band Shoulder Dislocate,Band Shoulder Mobility,shoulder mobility band,mobility,warmup,mobility,mobility,Linh hoạt,none,,resistance_band,Dây kháng lực,beginner,Mới bắt đầu,controlled,False,False,mobility,"Bắt đầu nhẹ, tìm biên độ thoải mái và không gây đau chói.",Di chuyển chậm và tập trung vào kiểm soát khớp hoặc mô mềm cần cải thiện.,Thở chậm và đều trong suốt bài tập.,Ép quá sâu; lắc mạnh; nín thở; dùng đau để kéo ROM.,Giảm biên độ hoặc thời lượng.,Tăng thời gian giữ hoặc kết hợp bài kích hoạt sau đó.,"Ngưng nếu có đau chói, tê hoặc chóng mặt.",6-12 nhịp hoặc 20-60 giây,N/A,20-90 giây,20,chậm,mobility|warmup|recovery
EX00129,Foam Roll Quads,Foam Roll Quads,lăn cơ đùi trước,mobility,warmup,mobility,mobility,Linh hoạt,none,,foam_roller,Foam roller,beginner,Mới bắt đầu,controlled,False,False,mobility,"Bắt đầu nhẹ, tìm biên độ thoải mái và không gây đau chói.",Di chuyển chậm và tập trung vào kiểm soát khớp hoặc mô mềm cần cải thiện.,Thở chậm và đều trong suốt bài tập.,Ép quá sâu; lắc mạnh; nín thở; dùng đau để kéo ROM.,Giảm biên độ hoặc thời lượng.,Tăng thời gian giữ hoặc kết hợp bài kích hoạt sau đó.,"Ngưng nếu có đau chói, tê hoặc chóng mặt.",6-12 nhịp hoặc 20-60 giây,N/A,20-90 giây,20,chậm,mobility|warmup|recovery
EX00130,Foam Roll Lats,Foam Roll Lats,lăn cơ xô,mobility,warmup,mobility,mobility,Linh hoạt,none,,foam_roller,Foam roller,beginner,Mới bắt đầu,controlled,False,False,mobility,"Bắt đầu nhẹ, tìm biên độ thoải mái và không gây đau chói.",Di chuyển chậm và tập trung vào kiểm soát khớp hoặc mô mềm cần cải thiện.,Thở chậm và đều trong suốt bài tập.,Ép quá sâu; lắc mạnh; nín thở; dùng đau để kéo ROM.,Giảm biên độ hoặc thời lượng.,Tăng thời gian giữ hoặc kết hợp bài kích hoạt sau đó.,"Ngưng nếu có đau chói, tê hoặc chóng mặt.",6-12 nhịp hoặc 20-60 giây,N/A,20-90 giây,20,chậm,mobility|warmup|recovery
EX00131,Floor Press với tạ đòn,Barbell Floor Press,floor press,strength,press_variation,horizontal_push,chest|triceps,"Ngực, Tay sau",front_delts,Vai trước,barbell,Tạ đòn,intermediate,Trung cấp,controlled,False,True,push,"Thiết lập thân người ổn định, siết core và giữ cổ tay trung tính.","Đẩy theo quỹ đạo phù hợp biến thể, giữ vai ổn định và kiểm soát pha hạ.","Hít vào khi chuẩn bị/hạ, thở ra khi đẩy.",Mất ổn định thân; vai trồi lên; quỹ đạo lệch.,Giảm tạ hoặc chuyển sang máy.,"Tăng tải, thêm pause, tăng set.",Cẩn trọng nếu đau vai trước hoặc cổ tay.,6-12,3-6,12-20,75,2-1-1-0,press|upper body
EX00132,Floor Press với tạ đơn,Dumbbell Floor Press,floor press tạ đơn,strength,press_variation,horizontal_push,chest|triceps,"Ngực, Tay sau",front_delts,Vai trước,dumbbell,Tạ đơn,beginner,Mới bắt đầu,controlled,False,True,push,"Thiết lập thân người ổn định, siết core và giữ cổ tay trung tính.","Đẩy theo quỹ đạo phù hợp biến thể, giữ vai ổn định và kiểm soát pha hạ.","Hít vào khi chuẩn bị/hạ, thở ra khi đẩy.",Mất ổn định thân; vai trồi lên; quỹ đạo lệch.,Giảm tạ hoặc chuyển sang máy.,"Tăng tải, thêm pause, tăng set.",Cẩn trọng nếu đau vai trước hoặc cổ tay.,6-12,3-6,12-20,75,2-1-1-0,press|upper body
EX00133,Landmine Press 1 tay,Single-Arm Landmine Press,landmine press 1 tay,strength,press_variation,vertical_push,front_delts|upper_chest,"Vai trước, Ngực trên",triceps|core,"Tay sau, Core",landmine,Landmine,beginner,Mới bắt đầu,controlled,True,True,push,"Thiết lập thân người ổn định, siết core và giữ cổ tay trung tính.","Đẩy theo quỹ đạo phù hợp biến thể, giữ vai ổn định và kiểm soát pha hạ.","Hít vào khi chuẩn bị/hạ, thở ra khi đẩy.",Mất ổn định thân; vai trồi lên; quỹ đạo lệch.,Giảm tạ hoặc chuyển sang máy.,"Tăng tải, thêm pause, tăng set.",Cẩn trọng nếu đau vai trước hoặc cổ tay.,6-12,3-6,12-20,75,2-1-1-0,press|upper body
EX00134,Landmine Press nửa quỳ,Half-Kneeling Landmine Press,landmine press half kneeling,strength,press_variation,vertical_push,front_delts|upper_chest,"Vai trước, Ngực trên",core|triceps,"Core, Tay sau",landmine,Landmine,beginner,Mới bắt đầu,controlled,False,True,push,"Thiết lập thân người ổn định, siết core và giữ cổ tay trung tính.","Đẩy theo quỹ đạo phù hợp biến thể, giữ vai ổn định và kiểm soát pha hạ.","Hít vào khi chuẩn bị/hạ, thở ra khi đẩy.",Mất ổn định thân; vai trồi lên; quỹ đạo lệch.,Giảm tạ hoặc chuyển sang máy.,"Tăng tải, thêm pause, tăng set.",Cẩn trọng nếu đau vai trước hoặc cổ tay.,6-12,3-6,12-20,75,2-1-1-0,press|upper body
EX00135,Arnold Press,Arnold Press,arnold press,strength,press_variation,vertical_push,front_delts|side_delts,"Vai trước, Vai giữa",triceps,Tay sau,dumbbell,Tạ đơn,intermediate,Trung cấp,controlled,False,True,push,"Thiết lập thân người ổn định, siết core và giữ cổ tay trung tính.","Đẩy theo quỹ đạo phù hợp biến thể, giữ vai ổn định và kiểm soát pha hạ.","Hít vào khi chuẩn bị/hạ, thở ra khi đẩy.",Mất ổn định thân; vai trồi lên; quỹ đạo lệch.,Giảm tạ hoặc chuyển sang máy.,"Tăng tải, thêm pause, tăng set.",Cẩn trọng nếu đau vai trước hoặc cổ tay.,6-12,3-6,12-20,75,2-1-1-0,press|upper body
EX00136,Machine Chest Press,Machine Chest Press,chest press máy,strength,press_variation,horizontal_push,chest,Ngực,front_delts|triceps,"Vai trước, Tay sau",machine,Máy tập,beginner,Mới bắt đầu,controlled,False,True,push,"Thiết lập thân người ổn định, siết core và giữ cổ tay trung tính.","Đẩy theo quỹ đạo phù hợp biến thể, giữ vai ổn định và kiểm soát pha hạ.","Hít vào khi chuẩn bị/hạ, thở ra khi đẩy.",Mất ổn định thân; vai trồi lên; quỹ đạo lệch.,Giảm tạ hoặc chuyển sang máy.,"Tăng tải, thêm pause, tăng set.",Cẩn trọng nếu đau vai trước hoặc cổ tay.,6-12,3-6,12-20,75,2-1-1-0,press|upper body
EX00137,Cable Press đứng,Standing Cable Chest Press,cable chest press,strength,press_variation,horizontal_push,chest,Ngực,front_delts|triceps|core,"Vai trước, Tay sau, Core",cable,Cáp,beginner,Mới bắt đầu,controlled,False,True,push,"Thiết lập thân người ổn định, siết core và giữ cổ tay trung tính.","Đẩy theo quỹ đạo phù hợp biến thể, giữ vai ổn định và kiểm soát pha hạ.","Hít vào khi chuẩn bị/hạ, thở ra khi đẩy.",Mất ổn định thân; vai trồi lên; quỹ đạo lệch.,Giảm tạ hoặc chuyển sang máy.,"Tăng tải, thêm pause, tăng set.",Cẩn trọng nếu đau vai trước hoặc cổ tay.,6-12,3-6,12-20,75,2-1-1-0,press|upper body
EX00138,Front Raise tạ đơn,Dumbbell Front Raise,front raise,strength,shoulder_detail,vertical_push,front_delts,Vai trước,upper_chest,Ngực trên,dumbbell,Tạ đơn,beginner,Mới bắt đầu,controlled,False,False,push,"Giữ cổ tay trung tính, chuyển động mượt và vai không nhún.","Nâng tay theo mặt phẳng vai hoặc đúng hướng bài tập, dừng ngắn và hạ chậm.","Thở ra khi nâng, hít vào khi hạ.",Nhún trap; đung đưa thân; ROM quá cao khi vai không ổn.,Giảm tạ hoặc biên độ.,Thêm pause đỉnh hoặc tăng rep.,Cẩn trọng nếu vai đang viêm cấp.,10-20,6-10,15-30,45,2-1-2-1,vai|rotator cuff|prehab
EX00139,Cable Front Raise,Cable Front Raise,front raise cable,strength,shoulder_detail,vertical_push,front_delts,Vai trước,upper_chest,Ngực trên,cable,Cáp,beginner,Mới bắt đầu,controlled,False,False,push,"Giữ cổ tay trung tính, chuyển động mượt và vai không nhún.","Nâng tay theo mặt phẳng vai hoặc đúng hướng bài tập, dừng ngắn và hạ chậm.","Thở ra khi nâng, hít vào khi hạ.",Nhún trap; đung đưa thân; ROM quá cao khi vai không ổn.,Giảm tạ hoặc biên độ.,Thêm pause đỉnh hoặc tăng rep.,Cẩn trọng nếu vai đang viêm cấp.,10-20,6-10,15-30,45,2-1-2-1,vai|rotator cuff|prehab
EX00140,Y-Raise úp ngực,Prone Y Raise,prone y raise,strength,shoulder_detail,vertical_push,rear_delts|lower_traps,"Vai sau, lower_traps",rotator_cuff,Chóp xoay,dumbbell,Tạ đơn,beginner,Mới bắt đầu,controlled,False,False,push,"Giữ cổ tay trung tính, chuyển động mượt và vai không nhún.","Nâng tay theo mặt phẳng vai hoặc đúng hướng bài tập, dừng ngắn và hạ chậm.","Thở ra khi nâng, hít vào khi hạ.",Nhún trap; đung đưa thân; ROM quá cao khi vai không ổn.,Giảm tạ hoặc biên độ.,Thêm pause đỉnh hoặc tăng rep.,Cẩn trọng nếu vai đang viêm cấp.,10-20,6-10,15-30,45,2-1-2-1,vai|rotator cuff|prehab
EX00141,Scaption Raise,Scaption Raise,scaption raise,strength,shoulder_detail,vertical_push,side_delts|rotator_cuff,"Vai giữa, Chóp xoay",front_delts,Vai trước,dumbbell,Tạ đơn,beginner,Mới bắt đầu,controlled,False,False,push,"Giữ cổ tay trung tính, chuyển động mượt và vai không nhún.","Nâng tay theo mặt phẳng vai hoặc đúng hướng bài tập, dừng ngắn và hạ chậm.","Thở ra khi nâng, hít vào khi hạ.",Nhún trap; đung đưa thân; ROM quá cao khi vai không ổn.,Giảm tạ hoặc biên độ.,Thêm pause đỉnh hoặc tăng rep.,Cẩn trọng nếu vai đang viêm cấp.,10-20,6-10,15-30,45,2-1-2-1,vai|rotator cuff|prehab
EX00142,External Rotation cáp,Cable External Rotation,external rotation,strength,shoulder_detail,vertical_push,rotator_cuff,Chóp xoay,rear_delts,Vai sau,cable,Cáp,beginner,Mới bắt đầu,controlled,False,False,push,"Giữ cổ tay trung tính, chuyển động mượt và vai không nhún.","Nâng tay theo mặt phẳng vai hoặc đúng hướng bài tập, dừng ngắn và hạ chậm.","Thở ra khi nâng, hít vào khi hạ.",Nhún trap; đung đưa thân; ROM quá cao khi vai không ổn.,Giảm tạ hoặc biên độ.,Thêm pause đỉnh hoặc tăng rep.,Cẩn trọng nếu vai đang viêm cấp.,10-20,6-10,15-30,45,2-1-2-1,vai|rotator cuff|prehab
EX00143,External Rotation dây,Band External Rotation,band external rotation,strength,shoulder_detail,vertical_push,rotator_cuff,Chóp xoay,rear_delts,Vai sau,resistance_band,Dây kháng lực,beginner,Mới bắt đầu,controlled,False,False,push,"Giữ cổ tay trung tính, chuyển động mượt và vai không nhún.","Nâng tay theo mặt phẳng vai hoặc đúng hướng bài tập, dừng ngắn và hạ chậm.","Thở ra khi nâng, hít vào khi hạ.",Nhún trap; đung đưa thân; ROM quá cao khi vai không ổn.,Giảm tạ hoặc biên độ.,Thêm pause đỉnh hoặc tăng rep.,Cẩn trọng nếu vai đang viêm cấp.,10-20,6-10,15-30,45,2-1-2-1,vai|rotator cuff|prehab
EX00144,Meadows Row,Meadows Row,meadows row,strength,row,horizontal_pull,lats|upper_back,"Xô, Lưng trên",biceps|rear_delts,"Tay trước, Vai sau",landmine,Landmine,intermediate,Trung cấp,controlled,True,True,pull,"Giữ ngực mở, vai không nhún, core siết.","Kéo khuỷu tay theo hướng phù hợp để nhấn xô hoặc lưng trên, siết ở cuối và hạ chậm.","Thở ra khi kéo, hít vào khi trả về.",Giật thân; quá nhiều trap; ROM ngắn.,Giảm tải hoặc dùng máy hỗ trợ.,"Thêm pause đỉnh, tăng tải hoặc unilateral.",Cẩn trọng nếu đau lưng dưới với biến thể đòi hỏi chống xoay.,6-12,4-6,12-20,75,2-1-2-1,lưng|row|variation
EX00145,Inverted Row,Inverted Row,bodyweight row,strength,row,horizontal_pull,mid_back|lats,"Lưng giữa, Xô",biceps|core,"Tay trước, Core",bodyweight,Trọng lượng cơ thể,intermediate,Trung cấp,controlled,False,True,pull,"Giữ ngực mở, vai không nhún, core siết.","Kéo khuỷu tay theo hướng phù hợp để nhấn xô hoặc lưng trên, siết ở cuối và hạ chậm.","Thở ra khi kéo, hít vào khi trả về.",Giật thân; quá nhiều trap; ROM ngắn.,Giảm tải hoặc dùng máy hỗ trợ.,"Thêm pause đỉnh, tăng tải hoặc unilateral.",Cẩn trọng nếu đau lưng dưới với biến thể đòi hỏi chống xoay.,6-12,4-6,12-20,75,2-1-2-1,lưng|row|variation
EX00146,Suspension Row,Suspension Row,TRX row,strength,row,horizontal_pull,mid_back|lats,"Lưng giữa, Xô",biceps|core,"Tay trước, Core",suspension_trainer,Dây treo,intermediate,Trung cấp,controlled,False,True,pull,"Giữ ngực mở, vai không nhún, core siết.","Kéo khuỷu tay theo hướng phù hợp để nhấn xô hoặc lưng trên, siết ở cuối và hạ chậm.","Thở ra khi kéo, hít vào khi trả về.",Giật thân; quá nhiều trap; ROM ngắn.,Giảm tải hoặc dùng máy hỗ trợ.,"Thêm pause đỉnh, tăng tải hoặc unilateral.",Cẩn trọng nếu đau lưng dưới với biến thể đòi hỏi chống xoay.,6-12,4-6,12-20,75,2-1-2-1,lưng|row|variation
EX00147,Seal Row,Seal Row,seal row,strength,row,horizontal_pull,mid_back|upper_back,"Lưng giữa, Lưng trên",biceps,Tay trước,barbell,Tạ đòn,intermediate,Trung cấp,controlled,False,True,pull,"Giữ ngực mở, vai không nhún, core siết.","Kéo khuỷu tay theo hướng phù hợp để nhấn xô hoặc lưng trên, siết ở cuối và hạ chậm.","Thở ra khi kéo, hít vào khi trả về.",Giật thân; quá nhiều trap; ROM ngắn.,Giảm tải hoặc dùng máy hỗ trợ.,"Thêm pause đỉnh, tăng tải hoặc unilateral.",Cẩn trọng nếu đau lưng dưới với biến thể đòi hỏi chống xoay.,6-12,4-6,12-20,75,2-1-2-1,lưng|row|variation
EX00148,Cable High Row,Cable High Row,high row,strength,row,horizontal_pull,upper_back|rear_delts,"Lưng trên, Vai sau",biceps,Tay trước,cable,Cáp,intermediate,Trung cấp,controlled,False,True,pull,"Giữ ngực mở, vai không nhún, core siết.","Kéo khuỷu tay theo hướng phù hợp để nhấn xô hoặc lưng trên, siết ở cuối và hạ chậm.","Thở ra khi kéo, hít vào khi trả về.",Giật thân; quá nhiều trap; ROM ngắn.,Giảm tải hoặc dùng máy hỗ trợ.,"Thêm pause đỉnh, tăng tải hoặc unilateral.",Cẩn trọng nếu đau lưng dưới với biến thể đòi hỏi chống xoay.,6-12,4-6,12-20,75,2-1-2-1,lưng|row|variation
EX00149,Machine High Row,Machine High Row,machine high row,strength,row,horizontal_pull,upper_back|lats,"Lưng trên, Xô",biceps,Tay trước,machine,Máy tập,intermediate,Trung cấp,controlled,False,True,pull,"Giữ ngực mở, vai không nhún, core siết.","Kéo khuỷu tay theo hướng phù hợp để nhấn xô hoặc lưng trên, siết ở cuối và hạ chậm.","Thở ra khi kéo, hít vào khi trả về.",Giật thân; quá nhiều trap; ROM ngắn.,Giảm tải hoặc dùng máy hỗ trợ.,"Thêm pause đỉnh, tăng tải hoặc unilateral.",Cẩn trọng nếu đau lưng dưới với biến thể đòi hỏi chống xoay.,6-12,4-6,12-20,75,2-1-2-1,lưng|row|variation
EX00150,Single-Arm Cable Row,Single-Arm Cable Row,cable row 1 tay,strength,row,horizontal_pull,lats|mid_back,"Xô, Lưng giữa",biceps|core,"Tay trước, Core",cable,Cáp,intermediate,Trung cấp,controlled,True,True,pull,"Giữ ngực mở, vai không nhún, core siết.","Kéo khuỷu tay theo hướng phù hợp để nhấn xô hoặc lưng trên, siết ở cuối và hạ chậm.","Thở ra khi kéo, hít vào khi trả về.",Giật thân; quá nhiều trap; ROM ngắn.,Giảm tải hoặc dùng máy hỗ trợ.,"Thêm pause đỉnh, tăng tải hoặc unilateral.",Cẩn trọng nếu đau lưng dưới với biến thể đòi hỏi chống xoay.,6-12,4-6,12-20,75,2-1-2-1,lưng|row|variation
EX00151,Pull-Up có tạ,Weighted Pull-Up,pull-up có tạ,strength,vertical_pull,vertical_pull,lats|upper_back,"Xô, Lưng trên",biceps|rear_delts,"Tay trước, Vai sau",pullup_bar,Xà đơn,advanced,Nâng cao,controlled,False,True,pull,"Thiết lập vai hạ thấp, ngực mở, core siết.","Kéo theo hướng xô hoạt động tối đa, giữ kiểm soát hoàn toàn cả hai pha.","Thở ra khi kéo/co, hít vào khi trả về.",Nhún vai; vung người; ROM nửa vời.,Dùng lat pulldown hoặc band-assisted.,"Tăng tải, tăng ROM, thêm pause đáy.",Cẩn trọng nếu đau vai hoặc khuỷu.,6-12,3-6,12-20,75,2-1-2-1,xô|pull-up|variation
EX00152,Band-Assisted Pull-Up,Band-Assisted Pull-Up,pull-up band,strength,vertical_pull,vertical_pull,lats|upper_back,"Xô, Lưng trên",biceps|rear_delts,"Tay trước, Vai sau",resistance_band,Dây kháng lực,beginner,Mới bắt đầu,controlled,False,True,pull,"Thiết lập vai hạ thấp, ngực mở, core siết.","Kéo theo hướng xô hoạt động tối đa, giữ kiểm soát hoàn toàn cả hai pha.","Thở ra khi kéo/co, hít vào khi trả về.",Nhún vai; vung người; ROM nửa vời.,Dùng lat pulldown hoặc band-assisted.,"Tăng tải, tăng ROM, thêm pause đáy.",Cẩn trọng nếu đau vai hoặc khuỷu.,6-12,3-6,12-20,75,2-1-2-1,xô|pull-up|variation
EX00153,Commando Pull-Up,Commando Pull-Up,commando pull-up,strength,vertical_pull,vertical_pull,lats|upper_back,"Xô, Lưng trên",biceps|rear_delts,"Tay trước, Vai sau",pullup_bar,Xà đơn,advanced,Nâng cao,controlled,False,True,pull,"Thiết lập vai hạ thấp, ngực mở, core siết.","Kéo theo hướng xô hoạt động tối đa, giữ kiểm soát hoàn toàn cả hai pha.","Thở ra khi kéo/co, hít vào khi trả về.",Nhún vai; vung người; ROM nửa vời.,Dùng lat pulldown hoặc band-assisted.,"Tăng tải, tăng ROM, thêm pause đáy.",Cẩn trọng nếu đau vai hoặc khuỷu.,6-12,3-6,12-20,75,2-1-2-1,xô|pull-up|variation
EX00154,Machine Pullover,Machine Pullover,pullover machine,strength,vertical_pull,vertical_pull,lats,Xô,triceps|abs,"Tay sau, Bụng",machine,Máy tập,intermediate,Trung cấp,controlled,False,False,pull,"Thiết lập vai hạ thấp, ngực mở, core siết.","Kéo theo hướng xô hoạt động tối đa, giữ kiểm soát hoàn toàn cả hai pha.","Thở ra khi kéo/co, hít vào khi trả về.",Nhún vai; vung người; ROM nửa vời.,Dùng lat pulldown hoặc band-assisted.,"Tăng tải, tăng ROM, thêm pause đáy.",Cẩn trọng nếu đau vai hoặc khuỷu.,6-12,3-6,12-20,75,2-1-2-1,xô|pull-up|variation
EX00155,Dumbbell Pullover,Dumbbell Pullover,dumbbell pullover,strength,vertical_pull,vertical_pull,lats,Xô,triceps|abs,"Tay sau, Bụng",dumbbell,Tạ đơn,intermediate,Trung cấp,controlled,False,False,pull,"Thiết lập vai hạ thấp, ngực mở, core siết.","Kéo theo hướng xô hoạt động tối đa, giữ kiểm soát hoàn toàn cả hai pha.","Thở ra khi kéo/co, hít vào khi trả về.",Nhún vai; vung người; ROM nửa vời.,Dùng lat pulldown hoặc band-assisted.,"Tăng tải, tăng ROM, thêm pause đáy.",Cẩn trọng nếu đau vai hoặc khuỷu.,6-12,3-6,12-20,75,2-1-2-1,xô|pull-up|variation
EX00156,Spider Curl,Spider Curl,spider curl,strength,biceps_isolation,horizontal_pull,biceps,Tay trước,forearms,Cẳng tay,dumbbell,Tạ đơn,intermediate,Trung cấp,controlled,False,False,pull,"Giữ khuỷu tay ổn định, ngực mở.","Cuốn tạ có kiểm soát, siết đỉnh và hạ chậm để giữ căng cơ.","Thở ra khi co, hít vào khi hạ.",Đung đưa thân; vai trôi ra trước; dùng quán tính.,Giảm tải hoặc dùng máy/cáp.,Tăng pause đỉnh hoặc rep.,Cẩn trọng nếu đau cổ tay/khuỷu.,8-15,5-8,15-25,45,2-1-2-1,biceps|variation
EX00157,Bayesian Cable Curl,Bayesian Cable Curl,bayesian curl,strength,biceps_isolation,horizontal_pull,biceps,Tay trước,forearms,Cẳng tay,cable,Cáp,intermediate,Trung cấp,controlled,False,False,pull,"Giữ khuỷu tay ổn định, ngực mở.","Cuốn tạ có kiểm soát, siết đỉnh và hạ chậm để giữ căng cơ.","Thở ra khi co, hít vào khi hạ.",Đung đưa thân; vai trôi ra trước; dùng quán tính.,Giảm tải hoặc dùng máy/cáp.,Tăng pause đỉnh hoặc rep.,Cẩn trọng nếu đau cổ tay/khuỷu.,8-15,5-8,15-25,45,2-1-2-1,biceps|variation
EX00158,Drag Curl,Drag Curl,drag curl,strength,biceps_isolation,horizontal_pull,biceps,Tay trước,forearms,Cẳng tay,barbell,Tạ đòn,intermediate,Trung cấp,controlled,False,False,pull,"Giữ khuỷu tay ổn định, ngực mở.","Cuốn tạ có kiểm soát, siết đỉnh và hạ chậm để giữ căng cơ.","Thở ra khi co, hít vào khi hạ.",Đung đưa thân; vai trôi ra trước; dùng quán tính.,Giảm tải hoặc dùng máy/cáp.,Tăng pause đỉnh hoặc rep.,Cẩn trọng nếu đau cổ tay/khuỷu.,8-15,5-8,15-25,45,2-1-2-1,biceps|variation
EX00159,Cable Hammer Curl,Cable Hammer Curl,hammer curl cable,strength,biceps_isolation,horizontal_pull,biceps|forearms,"Tay trước, Cẳng tay",forearms,Cẳng tay,cable,Cáp,intermediate,Trung cấp,controlled,False,False,pull,"Giữ khuỷu tay ổn định, ngực mở.","Cuốn tạ có kiểm soát, siết đỉnh và hạ chậm để giữ căng cơ.","Thở ra khi co, hít vào khi hạ.",Đung đưa thân; vai trôi ra trước; dùng quán tính.,Giảm tải hoặc dùng máy/cáp.,Tăng pause đỉnh hoặc rep.,Cẩn trọng nếu đau cổ tay/khuỷu.,8-15,5-8,15-25,45,2-1-2-1,biceps|variation
EX00160,Zottman Curl,Zottman Curl,zottman curl,strength,biceps_isolation,horizontal_pull,biceps|forearms,"Tay trước, Cẳng tay",forearms,Cẳng tay,dumbbell,Tạ đơn,intermediate,Trung cấp,controlled,False,False,pull,"Giữ khuỷu tay ổn định, ngực mở.","Cuốn tạ có kiểm soát, siết đỉnh và hạ chậm để giữ căng cơ.","Thở ra khi co, hít vào khi hạ.",Đung đưa thân; vai trôi ra trước; dùng quán tính.,Giảm tải hoặc dùng máy/cáp.,Tăng pause đỉnh hoặc rep.,Cẩn trọng nếu đau cổ tay/khuỷu.,8-15,5-8,15-25,45,2-1-2-1,biceps|variation
EX00161,Rope Pushdown,Rope Pushdown,rope pushdown,strength,triceps_isolation,horizontal_push,triceps,Tay sau,front_delts,Vai trước,cable,Cáp,intermediate,Trung cấp,controlled,False,False,push,"Giữ khuỷu tay kiểm soát, vai ổn định và cổ tay trung tính.","Duỗi khuỷu tay để hoàn thành rep, siết tay sau ở cuối biên độ rồi hạ chậm.","Thở ra khi duỗi/đẩy, hít vào khi hạ.",Khuỷu tay loe; dùng vai quá nhiều; đẩy bằng quán tính.,Giảm tạ hoặc dùng rope/cable.,Tăng tải hoặc thêm pause đỉnh.,Cẩn trọng nếu đau khuỷu hoặc vai trước.,8-15,4-8,15-25,45,2-1-2-1,triceps|variation
EX00162,Single-Arm Cable Pushdown,Single-Arm Cable Pushdown,pushdown 1 tay,strength,triceps_isolation,horizontal_push,triceps,Tay sau,front_delts,Vai trước,cable,Cáp,intermediate,Trung cấp,controlled,True,False,push,"Giữ khuỷu tay kiểm soát, vai ổn định và cổ tay trung tính.","Duỗi khuỷu tay để hoàn thành rep, siết tay sau ở cuối biên độ rồi hạ chậm.","Thở ra khi duỗi/đẩy, hít vào khi hạ.",Khuỷu tay loe; dùng vai quá nhiều; đẩy bằng quán tính.,Giảm tạ hoặc dùng rope/cable.,Tăng tải hoặc thêm pause đỉnh.,Cẩn trọng nếu đau khuỷu hoặc vai trước.,8-15,4-8,15-25,45,2-1-2-1,triceps|variation
EX00163,JM Press,JM Press,jm press,strength,triceps_isolation,horizontal_push,triceps,Tay sau,chest|front_delts,"Ngực, Vai trước",barbell,Tạ đòn,intermediate,Trung cấp,controlled,False,True,push,"Giữ khuỷu tay kiểm soát, vai ổn định và cổ tay trung tính.","Duỗi khuỷu tay để hoàn thành rep, siết tay sau ở cuối biên độ rồi hạ chậm.","Thở ra khi duỗi/đẩy, hít vào khi hạ.",Khuỷu tay loe; dùng vai quá nhiều; đẩy bằng quán tính.,Giảm tạ hoặc dùng rope/cable.,Tăng tải hoặc thêm pause đỉnh.,Cẩn trọng nếu đau khuỷu hoặc vai trước.,8-15,4-8,15-25,45,2-1-2-1,triceps|variation
EX00164,Close-Grip Bench Press,Close-Grip Bench Press,close grip bench,strength,triceps_isolation,horizontal_push,triceps,Tay sau,chest|front_delts,"Ngực, Vai trước",barbell,Tạ đòn,intermediate,Trung cấp,controlled,False,True,push,"Giữ khuỷu tay kiểm soát, vai ổn định và cổ tay trung tính.","Duỗi khuỷu tay để hoàn thành rep, siết tay sau ở cuối biên độ rồi hạ chậm.","Thở ra khi duỗi/đẩy, hít vào khi hạ.",Khuỷu tay loe; dùng vai quá nhiều; đẩy bằng quán tính.,Giảm tạ hoặc dùng rope/cable.,Tăng tải hoặc thêm pause đỉnh.,Cẩn trọng nếu đau khuỷu hoặc vai trước.,8-15,4-8,15-25,45,2-1-2-1,triceps|variation
EX00165,Machine Dip,Machine Dip,dip máy,strength,triceps_isolation,horizontal_push,triceps,Tay sau,chest|front_delts,"Ngực, Vai trước",machine,Máy tập,intermediate,Trung cấp,controlled,False,True,push,"Giữ khuỷu tay kiểm soát, vai ổn định và cổ tay trung tính.","Duỗi khuỷu tay để hoàn thành rep, siết tay sau ở cuối biên độ rồi hạ chậm.","Thở ra khi duỗi/đẩy, hít vào khi hạ.",Khuỷu tay loe; dùng vai quá nhiều; đẩy bằng quán tính.,Giảm tạ hoặc dùng rope/cable.,Tăng tải hoặc thêm pause đỉnh.,Cẩn trọng nếu đau khuỷu hoặc vai trước.,8-15,4-8,15-25,45,2-1-2-1,triceps|variation
EX00166,Pause Back Squat,Pause Back Squat,pause squat,strength,squat,squat,quads|glutes,"Đùi trước, Mông",adductors|core,"Khép đùi, Core",barbell,Tạ đòn,intermediate,Trung cấp,controlled,False,True,push,"Thiết lập core chắc, trọng tâm giữa bàn chân.","Hạ xuống kiểm soát, theo dõi đầu gối và đứng lên mạnh từ chân.","Hít sâu trước khi hạ, thở ra khi lên.",Mất cân bằng; gối sụp; lưng gập.,"Giảm tải, dùng goblet/box squat.",Tăng tải hoặc thêm pause/tempo khó hơn.,Cẩn trọng nếu đau gối hoặc lưng dưới.,6-12,3-5,12-20,90,3-2-1-0,quads|squat|variation
