meal_item_id,meal_plan_id,meal_number,meal_name_vi,food_id,portion_factor,estimated_kcal,estimated_protein_g,estimated_carbs_g,estimated_fat_g,estimated_fiber_g,note
MPI000169,MP0016,1,Bữa sáng,FD0030,1.0,95.0,0.5,25.0,0.3,4.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000170,MP0016,2,Bữa trưa,FD0142,1.0,410.0,29.0,48.0,10.0,8.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000171,MP0016,3,Bữa tối,FD0060,1.0,390.0,30.0,48.0,8.0,7.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000172,MP0017,1,Bữa sáng,FD0110,1.0,80.0,10.0,2.0,3.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000173,MP0017,1,Bữa sáng,FD0123,1.0,101.0,0.6,27.0,0.2,5.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000174,MP0017,1,Bữa sáng,FD0123,1.0,101.0,0.6,27.0,0.2,5.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000175,MP0017,2,Bữa trưa,FD0108,1.2,73.2,4.2,5.6,4.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000176,MP0017,2,Bữa trưa,FD0120,1.2,60.0,0.6,15.6,0.1,1.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000177,MP0017,2,Bữa trưa,FD0135,1.5,46.5,2.1,11.1,0.3,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000178,MP0017,3,Bữa tối,FD0075,1.2,144.0,28.8,4.8,1.8,0.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000179,MP0017,3,Bữa tối,FD0121,1.2,50.4,1.0,12.0,0.5,2.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000180,MP0017,3,Bữa tối,FD0132,1.5,46.5,2.7,10.5,0.2,4.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000181,MP0017,3,Bữa tối,FD0091,0.5,43.0,1.3,1.7,3.8,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000182,MP0018,1,Bữa sáng,FD0103,1.0,205.0,19.0,0.0,14.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000183,MP0018,1,Bữa sáng,FD0028,1.0,96.0,3.4,21.0,1.5,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000184,MP0018,2,Bữa trưa,FD0075,1.2,144.0,28.8,4.8,1.8,0.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000185,MP0018,2,Bữa trưa,FD0025,1.2,189.6,7.0,37.1,1.1,2.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000186,MP0018,2,Bữa trưa,FD0093,1.5,34.5,4.3,5.4,0.6,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000187,MP0018,3,Bữa phụ,FD0006,0.8,105.6,23.2,0.0,0.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000188,MP0018,3,Bữa phụ,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000189,MP0018,4,Bữa tối,FD0003,1.2,204.0,31.2,0.0,8.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000190,MP0018,4,Bữa tối,FD0034,1.2,82.8,0.8,21.6,0.2,1.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000191,MP0018,4,Bữa tối,FD0134,1.5,52.5,4.3,6.6,2.2,6.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000192,MP0018,4,Bữa tối,FD0089,0.5,83.0,2.8,4.5,6.6,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000193,MP0019,1,Bữa sáng,FD0104,1.0,97.0,19.0,0.0,1.5,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000194,MP0019,1,Bữa sáng,FD0124,1.0,113.0,1.0,30.0,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000195,MP0019,1,Bữa sáng,FD0120,1.0,50.0,0.5,13.0,0.1,1.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000196,MP0019,2,Bữa phụ 1,FD0013,1.0,120.0,24.0,3.0,1.5,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000197,MP0019,2,Bữa phụ 1,FD0081,0.7,98.0,2.8,16.8,2.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000198,MP0019,3,Bữa trưa,FD0109,1.2,122.4,9.8,14.4,2.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000199,MP0019,3,Bữa trưa,FD0022,1.2,103.2,1.9,24.1,0.1,3.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000200,MP0019,3,Bữa trưa,FD0132,1.5,46.5,2.7,10.5,0.2,4.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000201,MP0019,3,Bữa trưa,FD0038,0.5,87.0,3.2,3.0,7.5,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000202,MP0019,4,Bữa phụ 2,FD0014,1.0,144.0,15.7,3.9,8.7,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000203,MP0019,4,Bữa phụ 2,FD0084,0.7,35.0,0.3,9.1,0.1,1.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000204,MP0019,5,Bữa tối,FD0054,1.2,123.6,9.6,14.4,2.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000205,MP0019,5,Bữa tối,FD0035,1.2,126.0,2.4,27.6,1.0,0.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000206,MP0019,5,Bữa tối,FD0135,1.5,46.5,2.1,11.1,0.3,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000207,MP0020,1,Bữa sáng,FD0010,1.0,52.0,11.0,0.7,0.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000208,MP0020,1,Bữa sáng,FD0081,1.0,140.0,4.0,24.0,3.5,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000209,MP0020,1,Bữa sáng,FD0033,1.0,57.0,0.7,14.5,0.3,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000210,MP0020,2,Bữa phụ 1,FD0015,1.0,193.0,19.0,9.0,11.0,1.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000211,MP0020,2,Bữa phụ 1,FD0085,0.7,29.4,0.6,7.0,0.3,1.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000212,MP0020,3,Bữa trưa,FD0009,1.2,86.4,7.6,0.5,5.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000213,MP0020,3,Bữa trưa,FD0123,1.2,121.2,0.7,32.4,0.2,6.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000214,MP0020,3,Bữa trưa,FD0134,1.5,52.5,4.3,6.6,2.2,6.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000215,MP0020,4,Bữa phụ 2,FD0013,1.0,120.0,24.0,3.0,1.5,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000216,MP0020,4,Bữa phụ 2,FD0081,0.7,98.0,2.8,16.8,2.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000217,MP0020,5,Bữa tối,FD0009,1.2,86.4,7.6,0.5,5.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000218,MP0020,5,Bữa tối,FD0118,1.2,108.0,1.9,25.2,0.1,4.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000219,MP0020,5,Bữa tối,FD0046,1.5,25.5,1.8,4.9,0.4,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000220,MP0020,5,Bữa tối,FD0043,0.5,40.0,1.4,2.1,3.1,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000221,MP0021,1,Bữa sáng,FD0074,1.0,80.0,10.0,2.0,3.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000222,MP0021,1,Bữa sáng,FD0020,1.0,112.0,2.6,23.0,0.9,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000223,MP0021,1,Bữa sáng,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000224,MP0021,2,Bữa phụ 1,FD0014,0.8,115.2,12.6,3.1,7.0,1.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000225,MP0021,2,Bữa phụ 1,FD0088,1.0,113.0,1.0,30.0,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000226,MP0021,3,Bữa trưa,FD0107,1.2,180.0,24.0,14.4,2.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000227,MP0021,3,Bữa trưa,FD0031,1.2,74.4,1.4,18.5,0.2,3.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000228,MP0021,3,Bữa trưa,FD0051,1.5,33.0,4.7,4.9,0.4,1.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000229,MP0021,4,Bữa phụ 2,FD0010,0.8,41.6,8.8,0.6,0.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000230,MP0021,4,Bữa phụ 2,FD0031,1.0,62.0,1.2,15.4,0.2,3.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000231,MP0021,5,Bữa tối,FD0072,1.2,73.2,4.2,5.6,4.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000232,MP0021,5,Bữa tối,FD0025,1.2,189.6,7.0,37.1,1.1,2.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000233,MP0021,5,Bữa tối,FD0099,1.5,46.5,2.1,11.1,0.3,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000234,MP0022,1,Bữa sáng,FD0108,1.0,61.0,3.5,4.7,3.3,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000235,MP0022,1,Bữa sáng,FD0021,1.0,156.0,6.0,27.0,3.0,4.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000236,MP0022,1,Bữa sáng,FD0033,1.0,57.0,0.7,14.5,0.3,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000237,MP0022,2,Bữa phụ 1,FD0109,0.8,81.6,6.6,9.6,1.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000238,MP0022,2,Bữa phụ 1,FD0121,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000239,MP0022,3,Bữa trưa,FD0016,1.2,145.2,14.3,10.7,6.2,6.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000240,MP0022,3,Bữa trưa,FD0029,1.2,126.0,1.6,32.4,0.4,3.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000241,MP0022,3,Bữa trưa,FD0049,1.5,46.5,1.5,9.0,0.4,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000242,MP0022,4,Bữa phụ 2,FD0110,0.8,64.0,8.0,1.6,2.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000243,MP0022,4,Bữa phụ 2,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000244,MP0022,5,Bữa tối,FD0077,1.2,152.4,10.4,27.4,0.6,7.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000245,MP0022,5,Bữa tối,FD0021,1.2,187.2,7.2,32.4,3.6,4.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000246,MP0022,5,Bữa tối,FD0096,1.5,46.5,2.7,10.5,0.2,4.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000247,MP0022,5,Bữa tối,FD0125,0.5,83.0,2.8,4.5,6.6,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000248,MP0023,1,Bữa sáng,FD0075,1.0,120.0,24.0,4.0,1.5,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000249,MP0023,1,Bữa sáng,FD0124,1.0,113.0,1.0,30.0,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000250,MP0023,1,Bữa sáng,FD0123,1.0,101.0,0.6,27.0,0.2,5.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000251,MP0023,2,Bữa trưa,FD0065,1.0,430.0,22.0,55.0,12.0,8.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000252,MP0023,3,Bữa tối,FD0140,1.0,460.0,34.0,52.0,8.0,4.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000253,MP0024,1,Bữa sáng,FD0013,1.0,120.0,24.0,3.0,1.5,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000254,MP0024,1,Bữa sáng,FD0083,1.0,26.0,1.0,6.5,0.1,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000255,MP0024,1,Bữa sáng,FD0123,1.0,101.0,0.6,27.0,0.2,5.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000256,MP0024,2,Bữa trưa,FD0145,1.0,390.0,21.0,42.0,14.0,7.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000257,MP0024,3,Bữa phụ,FD0071,0.8,120.0,16.0,9.6,1.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000258,MP0024,3,Bữa phụ,FD0122,1.0,60.0,0.8,15.0,0.4,1.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000259,MP0024,4,Bữa tối,FD0063,1.0,360.0,28.0,34.0,11.0,5.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000260,MP0025,1,Bữa sáng,FD0009,1.0,72.0,6.3,0.4,4.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000261,MP0025,1,Bữa sáng,FD0035,1.0,105.0,2.0,23.0,0.8,0.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000262,MP0025,1,Bữa sáng,FD0124,1.0,113.0,1.0,30.0,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000263,MP0025,2,Bữa phụ 1,FD0070,0.8,108.0,16.0,3.2,2.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000264,MP0025,2,Bữa phụ 1,FD0032,1.0,32.0,0.7,7.7,0.3,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000265,MP0025,3,Bữa trưa,FD0104,1.2,116.4,22.8,0.0,1.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000266,MP0025,3,Bữa trưa,FD0026,1.2,130.8,2.2,29.4,0.2,1.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000267,MP0025,3,Bữa trưa,FD0053,1.5,30.0,3.3,5.8,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000268,MP0025,3,Bữa trưa,FD0039,0.5,98.0,2.3,2.0,9.8,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000269,MP0025,4,Bữa phụ 2,FD0018,0.8,131.2,7.2,21.6,2.1,6.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000270,MP0025,4,Bữa phụ 2,FD0123,1.0,101.0,0.6,27.0,0.2,5.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000271,MP0025,5,Bữa tối,FD0103,1.2,246.0,22.8,0.0,16.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000272,MP0025,5,Bữa tối,FD0028,1.2,115.2,4.1,25.2,1.8,2.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000273,MP0025,5,Bữa tối,FD0096,1.5,46.5,2.7,10.5,0.2,4.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000274,MP0025,5,Bữa tối,FD0128,0.5,45.0,0.0,0.0,5.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000275,MP0026,1,Bữa sáng,FD0075,1.0,120.0,24.0,4.0,1.5,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000276,MP0026,1,Bữa sáng,FD0082,1.0,90.0,1.6,21.0,0.1,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000277,MP0026,2,Bữa trưa,FD0073,1.2,122.4,9.8,14.4,2.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000278,MP0026,2,Bữa trưa,FD0022,1.2,103.2,1.9,24.1,0.1,3.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000279,MP0026,2,Bữa trưa,FD0095,1.5,28.5,2.2,4.8,0.3,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000280,MP0026,2,Bữa trưa,FD0040,0.5,47.0,1.8,1.6,4.0,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000281,MP0026,3,Bữa tối,FD0071,1.2,180.0,24.0,14.4,2.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000282,MP0026,3,Bữa tối,FD0024,1.2,177.6,8.4,30.0,2.8,4.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000283,MP0026,3,Bữa tối,FD0094,1.5,19.5,2.2,3.3,0.3,1.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000284,MP0026,3,Bữa tối,FD0042,0.5,36.5,1.2,3.1,2.4,2.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000285,MP0027,1,Bữa sáng,FD0112,1.0,132.0,8.9,23.7,0.5,8.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000286,MP0027,1,Bữa sáng,FD0081,1.0,140.0,4.0,24.0,3.5,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000287,MP0027,2,Bữa trưa,FD0009,1.2,86.4,7.6,0.5,5.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000288,MP0027,2,Bữa trưa,FD0021,1.2,187.2,7.2,32.4,3.6,4.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000289,MP0027,2,Bữa trưa,FD0053,1.5,30.0,3.3,5.8,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000290,MP0027,3,Bữa tối,FD0077,1.2,152.4,10.4,27.4,0.6,7.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000291,MP0027,3,Bữa tối,FD0027,1.2,144.0,5.3,25.6,2.3,3.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000292,MP0027,3,Bữa tối,FD0134,1.5,52.5,4.3,6.6,2.2,6.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000293,MP0027,3,Bữa tối,FD0091,0.5,43.0,1.3,1.7,3.8,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000294,MP0028,1,Bữa sáng,FD0006,1.0,132.0,29.0,0.0,1.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000295,MP0028,1,Bữa sáng,FD0020,1.0,112.0,2.6,23.0,0.9,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000296,MP0028,1,Bữa sáng,FD0033,1.0,57.0,0.7,14.5,0.3,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000297,MP0028,2,Bữa trưa,FD0106,1.2,162.0,24.0,4.8,4.3,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000298,MP0028,2,Bữa trưa,FD0123,1.2,121.2,0.7,32.4,0.2,6.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000299,MP0028,2,Bữa trưa,FD0099,1.5,46.5,2.1,11.1,0.3,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000300,MP0028,2,Bữa trưa,FD0126,0.5,85.0,4.2,2.1,7.0,0.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000301,MP0028,3,Bữa tối,FD0054,1.2,123.6,9.6,14.4,2.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000302,MP0028,3,Bữa tối,FD0034,1.2,82.8,0.8,21.6,0.2,1.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
